response_value	CHN	stimuli_presented	presented
6	ENG	S09_Tradition-Requires-Parental	Tradition-Requires-Parental
1	KOR	S19_Almost-All-Colleges	Almost-All-Colleges
1	KOR	S23_Combine-All-The	Combine-All-The
3	CHN	S26_They-Were-Already	They-Were-Already
2	CHN	S02_An-Adult-Male	An-Adult-Male
5	ENG	S08_Those-Answers-Will	Those-Answers-Will
2	CHN	S22_Ralph-Prepared-Red	Ralph-Prepared-Red
6	ENG	S03_Steve-Collects-Rare	Steve-Collects-Rare
1	CHN	S21_He-Shrugged-Casually	He-Shrugged-Casually
6	ENG	S03_Those-Answers-Will	Those-Answers-Will
3	CHN	S26_Nothing-Has-Been	Nothing-Has-Been
6	ENG	S05_The-Small-Boy	The-Small-Boy
3	CHN	S26_Pam-Gives-Driving	Pam-Gives-Driving
4	KOR	S28_How-Oily-Do	How-Oily-Do
6	ENG	S05_How-Permanent-Are	How-Permanent-Are
3	ENG	S08_They-Were-Already	They-Were-Already
4	CHN	S26_Continental-Drift-Is	Continental-Drift-Is
5	ENG	S07_The-Tooth-Fairy	The-Tooth-Fairy
3	KOR	S28_Gently-Place-Jims	Gently-Place-Jims
3	KOR	S28_The-Surplus-Shoes	The-Surplus-Shoes
2	CHN	S02_Gently-Place-Jims	Gently-Place-Jims
2	CHN	S04_They-Enjoy-It	They-Enjoy-It
5	ENG	S07_Combine-All-The	Combine-All-The
4	CHN	S26_Before-Thursdays-Exam	Before-Thursdays-Exam
5	ENG	S07_Ralph-Prepared-Red	Ralph-Prepared-Red
3	CHN	S22_Almost-All-Colleges	Almost-All-Colleges
2	CHN	S21_Almost-All-Colleges	Almost-All-Colleges
6	ENG	S09_Steve-Collects-Rare	Steve-Collects-Rare
2	KOR	S23_The-Tooth-Fairy	The-Tooth-Fairy
3	ENG	S07_He-Ate-Four	He-Ate-Four
2	KOR	S25_Gregory-And-Tom	Gregory-And-Tom
2	CHN	S22_Combine-All-The	Combine-All-The
5	ENG	S08_Gregory-And-Tom	Gregory-And-Tom
5	KOR	S25_It-Took-Him	It-Took-Him
6	ENG	S09_Continental-Drift-Is	Continental-Drift-Is
6	ENG	S05_In-The-Long	In-The-Long
6	ENG	S09_Too-Much-Curiosity	Too-Much-Curiosity
3	KOR	S25_Thus-Technical-Efficiency	Thus-Technical-Efficiency
1	CHN	S21_Continental-Drift-Is	Continental-Drift-Is
6	ENG	S05_Carl-Lives-In	Carl-Lives-In
6	ENG	S05_Continental-Drift-Is	Continental-Drift-Is
6	ENG	S07_Too-Much-Curiosity	Too-Much-Curiosity
6	ENG	S05_The-Moisture-In	The-Moisture-In
4	ENG	S08_Tradition-Requires-Parental	Tradition-Requires-Parental
2	KOR	S24_Thus-Technical-Efficiency	Thus-Technical-Efficiency
6	ENG	S03_Gently-Place-Jims	Gently-Place-Jims
6	ENG	S03_Too-Much-Curiosity	Too-Much-Curiosity
6	ENG	S03_Ralph-Prepared-Red	Ralph-Prepared-Red
4	CHN	S26_Any-Organism-That	Any-Organism-That
1	CHN	S22_He-Shrugged-Casually	He-Shrugged-Casually
4	CHN	S04_It-Took-Him	It-Took-Him
4	CHN	S04_Too-Much-Curiosity	Too-Much-Curiosity
4	CHN	S04_Dont-Ask-Me	Dont-Ask-Me
2	CHN	S22_The-Moisture-In	The-Moisture-In
2	CHN	S26_How-Oily-Do	How-Oily-Do
4	KOR	S23_Are-You-Looking	Are-You-Looking
5	ENG	S07_Those-Answers-Will	Those-Answers-Will
2	KOR	S19_She-Had-Your	She-Had-Your
2	KOR	S19_How-Permanent-Are	How-Permanent-Are
3	KOR	S25_Tradition-Requires-Parental	Tradition-Requires-Parental
5	ENG	S08_The-Tooth-Fairy	The-Tooth-Fairy
5	ENG	S07_Any-Organism-That	Any-Organism-That
2	CHN	S04_They-All-Like	They-All-Like
2	CHN	S22_How-Permanent-Are	How-Permanent-Are
2	CHN	S22_Did-Shawn-Catch	Did-Shawn-Catch
3	CHN	S04_Are-You-Looking	Are-You-Looking
2	CHN	S04_The-Tooth-Fairy	The-Tooth-Fairy
3	KOR	S25_Carl-Lives-In	Carl-Lives-In
3	KOR	S25_They-All-Like	They-All-Like
5	ENG	S03_They-Enjoy-It	They-Enjoy-It
1	KOR	S19_Continental-Drift-Is	Continental-Drift-Is
2	CHN	S04_Pam-Gives-Driving	Pam-Gives-Driving
3	KOR	S28_The-Moisture-In	The-Moisture-In
2	CHN	S26_Gregory-And-Tom	Gregory-And-Tom
5	ENG	S08_He-Shrugged-Casually	He-Shrugged-Casually
1	KOR	S24_Too-Much-Curiosity	Too-Much-Curiosity
1	KOR	S23_He-Shrugged-Casually	He-Shrugged-Casually
2	CHN	S02_Try-To-Recall	Try-To-Recall
2	CHN	S21_They-Enjoy-It	They-Enjoy-It
3	CHN	S02_Of-Course-Dear	Of-Course-Dear
6	ENG	S05_He-Ate-Four	He-Ate-Four
6	ENG	S09_Gregory-And-Tom	Gregory-And-Tom
1	CHN	S21_Thus-Technical-Efficiency	Thus-Technical-Efficiency
4	KOR	S25_The-Moisture-In	The-Moisture-In
2	CHN	S21_Are-You-Looking	Are-You-Looking
1	CHN	S21_Those-Answers-Will	Those-Answers-Will
6	ENG	S09_The-Surplus-Shoes	The-Surplus-Shoes
3	CHN	S02_Did-Shawn-Catch	Did-Shawn-Catch
3	KOR	S23_In-Every-Major	In-Every-Major
3	CHN	S02_Military-Personnel-Are	Military-Personnel-Are
3	CHN	S02_Dont-Ask-Me	Dont-Ask-Me
2	KOR	S24_Before-Thursdays-Exam	Before-Thursdays-Exam
4	CHN	S02_Almost-All-Colleges	Almost-All-Colleges
6	ENG	S09_They-Were-Already	They-Were-Already
1	CHN	S21_Combine-All-The	Combine-All-The
2	KOR	S19_Too-Much-Curiosity	Too-Much-Curiosity
1	CHN	S21_The-Tooth-Fairy	The-Tooth-Fairy
5	ENG	S07_How-Permanent-Are	How-Permanent-Are
1	CHN	S21_Before-Thursdays-Exam	Before-Thursdays-Exam
6	ENG	S05_It-Took-Him	It-Took-Him
2	KOR	S24_It-Took-Him	It-Took-Him
1	KOR	S23_An-Adult-Male	An-Adult-Male
6	ENG	S09_How-Permanent-Are	How-Permanent-Are
2	KOR	S23_Only-The-Most	Only-The-Most
2	CHN	S04_Ralph-Prepared-Red	Ralph-Prepared-Red
1	KOR	S24_Nothing-Has-Been	Nothing-Has-Been
6	ENG	S03_Dont-Ask-Me	Dont-Ask-Me
3	KOR	S25_Continental-Drift-Is	Continental-Drift-Is
6	ENG	S05_A-Monstrous-Shadow	A-Monstrous-Shadow
1	KOR	S19_Tradition-Requires-Parental	Tradition-Requires-Parental
6	ENG	S05_Too-Much-Curiosity	Too-Much-Curiosity
1	CHN	S21_Gregory-And-Tom	Gregory-And-Tom
5	ENG	S07_Only-The-Most	Only-The-Most
4	CHN	S02_They-Enjoy-It	They-Enjoy-It
1	KOR	S24_The-Surplus-Shoes	The-Surplus-Shoes
2	KOR	S28_Tradition-Requires-Parental	Tradition-Requires-Parental
2	CHN	S22_The-Surplus-Shoes	The-Surplus-Shoes
1	KOR	S24_An-Adult-Male	An-Adult-Male
6	ENG	S09_Only-The-Most	Only-The-Most
3	KOR	S24_In-Every-Major	In-Every-Major
5	ENG	S08_They-All-Like	They-All-Like
1	KOR	S19_Ralph-Prepared-Red	Ralph-Prepared-Red
6	ENG	S05_Before-Thursdays-Exam	Before-Thursdays-Exam
3	KOR	S28_Almost-All-Colleges	Almost-All-Colleges
3	KOR	S25_An-Adult-Male	An-Adult-Male
3	CHN	S26_Tradition-Requires-Parental	Tradition-Requires-Parental
3	CHN	S26_Military-Personnel-Are	Military-Personnel-Are
2	CHN	S21_An-Adult-Male	An-Adult-Male
2	KOR	S28_Dont-Ask-Me	Dont-Ask-Me
6	ENG	S03_Try-To-Recall	Try-To-Recall
2	KOR	S23_She-Had-Your	She-Had-Your
4	CHN	S02_How-Oily-Do	How-Oily-Do
6	ENG	S07_Are-You-Looking	Are-You-Looking
3	CHN	S04_In-Every-Major	In-Every-Major
5	ENG	S08_In-Every-Major	In-Every-Major
4	ENG	S07_Of-Course-Dear	Of-Course-Dear
6	ENG	S09_The-Tooth-Fairy	The-Tooth-Fairy
4	ENG	S08_Of-Course-Dear	Of-Course-Dear
4	CHN	S26_How-Permanent-Are	How-Permanent-Are
3	KOR	S23_Pam-Gives-Driving	Pam-Gives-Driving
6	ENG	S09_An-Adult-Male	An-Adult-Male
3	KOR	S25_How-Permanent-Are	How-Permanent-Are
3	KOR	S25_Almost-All-Colleges	Almost-All-Colleges
1	KOR	S24_Ralph-Prepared-Red	Ralph-Prepared-Red
1	CHN	S21_Carl-Lives-In	Carl-Lives-In
1	CHN	S21_She-Had-Your	She-Had-Your
3	KOR	S28_Combine-All-The	Combine-All-The
6	ENG	S03_Gregory-And-Tom	Gregory-And-Tom
5	ENG	S07_She-Had-Your	She-Had-Your
6	ENG	S03_The-Small-Boy	The-Small-Boy
2	CHN	S21_The-Moisture-In	The-Moisture-In
4	KOR	S24_The-Small-Boy	The-Small-Boy
1	KOR	S23_Continental-Drift-Is	Continental-Drift-Is
5	CHN	S04_Military-Personnel-Are	Military-Personnel-Are
1	ENG	S09_Continental-Drift-Is	Continental-Drift-Is
4	CHN	S02_Gently-Place-Jims	Gently-Place-Jims
5	KOR	S28_A-Monstrous-Shadow	A-Monstrous-Shadow
1	KOR	S28_Continental-Drift-Is	Continental-Drift-Is
2	CHN	S02_In-Every-Major	In-Every-Major
6	ENG	S08_Steve-Collects-Rare	Steve-Collects-Rare
6	ENG	S05_The-Moisture-In	The-Moisture-In
1	ENG	S07_Too-Much-Curiosity	Too-Much-Curiosity
1	KOR	S24_Dont-Ask-Me	Dont-Ask-Me
6	ENG	S03_He-Shrugged-Casually	He-Shrugged-Casually
4	KOR	S25_Combine-All-The	Combine-All-The
6	ENG	S05_How-Permanent-Are	How-Permanent-Are
2	KOR	S28_How-Oily-Do	How-Oily-Do
6	ENG	S09_Too-Much-Curiosity	Too-Much-Curiosity
1	CHN	S26_Nothing-Has-Been	Nothing-Has-Been
6	ENG	S08_Gregory-And-Tom	Gregory-And-Tom
3	CHN	S04_They-Enjoy-It	They-Enjoy-It
3	KOR	S25_They-Were-Already	They-Were-Already
6	ENG	S08_They-Were-Already	They-Were-Already
6	ENG	S05_Continental-Drift-Is	Continental-Drift-Is
1	KOR	S19_Those-Answers-Will	Those-Answers-Will
4	CHN	S22_Nothing-Has-Been	Nothing-Has-Been
6	ENG	S09_Military-Personnel-Are	Military-Personnel-Are
1	KOR	S25_Of-Course-Dear	Of-Course-Dear
1	KOR	S24_Only-The-Most	Only-The-Most
6	ENG	S08_They-Enjoy-It	They-Enjoy-It
1	KOR	S23_The-Tooth-Fairy	The-Tooth-Fairy
1	CHN	S22_He-Shrugged-Casually	He-Shrugged-Casually
6	ENG	S03_Those-Answers-Will	Those-Answers-Will
1	KOR	S19_Almost-All-Colleges	Almost-All-Colleges
3	KOR	S23_Combine-All-The	Combine-All-The
3	CHN	S26_Pam-Gives-Driving	Pam-Gives-Driving
2	KOR	S25_Gregory-And-Tom	Gregory-And-Tom
1	KOR	S25_Thus-Technical-Efficiency	Thus-Technical-Efficiency
1	ENG	S07_Carl-Lives-In	Carl-Lives-In
4	CHN	S04_Nothing-Has-Been	Nothing-Has-Been
1	KOR	S24_They-Enjoy-It	They-Enjoy-It
3	CHN	S22_Ralph-Prepared-Red	Ralph-Prepared-Red
6	ENG	S05_Carl-Lives-In	Carl-Lives-In
1	CHN	S22_A-Monstrous-Shadow	A-Monstrous-Shadow
1	CHN	S02_They-Were-Already	They-Were-Already
6	ENG	S09_Tradition-Requires-Parental	Tradition-Requires-Parental
6	ENG	S09_She-Had-Your	She-Had-Your
6	ENG	S08_Pam-Gives-Driving	Pam-Gives-Driving
1	KOR	S23_Carl-Lives-In	Carl-Lives-In
1	CHN	S26_Any-Organism-That	Any-Organism-That
1	CHN	S02_Combine-All-The	Combine-All-The
5	CHN	S04_It-Took-Him	It-Took-Him
1	CHN	S22_Combine-All-The	Combine-All-The
6	ENG	S05_In-The-Long	In-The-Long
6	ENG	S03_Gently-Place-Jims	Gently-Place-Jims
3	KOR	S25_She-Had-Your	She-Had-Your
2	CHN	S26_Steve-Collects-Rare	Steve-Collects-Rare
1	KOR	S24_Thus-Technical-Efficiency	Thus-Technical-Efficiency
5	CHN	S26_In-The-Long	In-The-Long
1	CHN	S21_He-Shrugged-Casually	He-Shrugged-Casually
6	ENG	S05_The-Tooth-Fairy	The-Tooth-Fairy
1	CHN	S22_Gently-Place-Jims	Gently-Place-Jims
6	ENG	S08_Before-Thursdays-Exam	Before-Thursdays-Exam
4	ENG	S03_Continental-Drift-Is	Continental-Drift-Is
6	ENG	S03_Steve-Collects-Rare	Steve-Collects-Rare
4	ENG	S05_He-Shrugged-Casually	He-Shrugged-Casually
3	CHN	S02_Pam-Gives-Driving	Pam-Gives-Driving
4	KOR	S25_How-Oily-Do	How-Oily-Do
5	CHN	S26_He-Ate-Four	He-Ate-Four
1	CHN	S02_Only-The-Most	Only-The-Most
1	CHN	S02_An-Adult-Male	An-Adult-Male
1	CHN	S21_Almost-All-Colleges	Almost-All-Colleges
1	KOR	S24_The-Tooth-Fairy	The-Tooth-Fairy
3	ENG	S05_The-Small-Boy	The-Small-Boy
1	CHN	S26_Continental-Drift-Is	Continental-Drift-Is
1	KOR	S28_Too-Much-Curiosity	Too-Much-Curiosity
1	CHN	S26_They-Were-Already	They-Were-Already
1	CHN	S26_Before-Thursdays-Exam	Before-Thursdays-Exam
6	ENG	S07_Ralph-Prepared-Red	Ralph-Prepared-Red
3	ENG	S08_Tradition-Requires-Parental	Tradition-Requires-Parental
2	CHN	S22_Almost-All-Colleges	Almost-All-Colleges
6	ENG	S09_Try-To-Recall	Try-To-Recall
4	KOR	S28_The-Surplus-Shoes	The-Surplus-Shoes
6	ENG	S08_Too-Much-Curiosity	Too-Much-Curiosity
6	ENG	S09_Steve-Collects-Rare	Steve-Collects-Rare
1	CHN	S04_Thus-Technical-Efficiency	Thus-Technical-Efficiency
1	KOR	S28_Gently-Place-Jims	Gently-Place-Jims
6	ENG	S07_Combine-All-The	Combine-All-The
6	ENG	S08_Only-The-Most	Only-The-Most
6	ENG	S03_Too-Much-Curiosity	Too-Much-Curiosity
6	ENG	S08_Those-Answers-Will	Those-Answers-Will
6	ENG	S07_The-Tooth-Fairy	The-Tooth-Fairy
1	CHN	S21_Continental-Drift-Is	Continental-Drift-Is
3	CHN	S04_Only-The-Most	Only-The-Most
6	ENG	S07_He-Ate-Four	He-Ate-Four
6	ENG	S03_Ralph-Prepared-Red	Ralph-Prepared-Red
1	CHN	S04_Combine-All-The	Combine-All-The
1	CHN	S22_Of-Course-Dear	Of-Course-Dear
6	KOR	S25_It-Took-Him	It-Took-Him
6	ENG	S09_Before-Thursdays-Exam	Before-Thursdays-Exam
6	KOR	S25_He-Ate-Four	He-Ate-Four
2	CHN	S02_Pam-Gives-Driving	Pam-Gives-Driving
6	ENG	S09_She-Had-Your	She-Had-Your
1	CHN	S22_Almost-All-Colleges	Almost-All-Colleges
1	KOR	S24_The-Small-Boy	The-Small-Boy
6	ENG	S07_Too-Much-Curiosity	Too-Much-Curiosity
1	CHN	S02_An-Adult-Male	An-Adult-Male
3	CHN	S26_Any-Organism-That	Any-Organism-That
6	ENG	S08_Only-The-Most	Only-The-Most
6	ENG	S08_Pam-Gives-Driving	Pam-Gives-Driving
1	CHN	S04_Thus-Technical-Efficiency	Thus-Technical-Efficiency
1	KOR	S19_Almost-All-Colleges	Almost-All-Colleges
2	KOR	S25_Gregory-And-Tom	Gregory-And-Tom
1	CHN	S21_He-Shrugged-Casually	He-Shrugged-Casually
2	KOR	S25_Combine-All-The	Combine-All-The
1	KOR	S24_They-Enjoy-It	They-Enjoy-It
2	KOR	S24_Dont-Ask-Me	Dont-Ask-Me
6	ENG	S08_Gregory-And-Tom	Gregory-And-Tom
1	CHN	S22_He-Shrugged-Casually	He-Shrugged-Casually
1	CHN	S02_They-Were-Already	They-Were-Already
1	CHN	S22_A-Monstrous-Shadow	A-Monstrous-Shadow
1	KOR	S23_Carl-Lives-In	Carl-Lives-In
1	CHN	S04_Nothing-Has-Been	Nothing-Has-Been
6	ENG	S09_Continental-Drift-Is	Continental-Drift-Is
3	CHN	S04_Military-Personnel-Are	Military-Personnel-Are
3	KOR	S25_How-Oily-Do	How-Oily-Do
6	ENG	S07_Ralph-Prepared-Red	Ralph-Prepared-Red
6	ENG	S09_Military-Personnel-Are	Military-Personnel-Are
6	ENG	S07_Carl-Lives-In	Carl-Lives-In
6	ENG	S03_Steve-Collects-Rare	Steve-Collects-Rare
6	ENG	S03_Too-Much-Curiosity	Too-Much-Curiosity
6	CHN	S26_He-Ate-Four	He-Ate-Four
3	CHN	S04_Only-The-Most	Only-The-Most
3	CHN	S26_Continental-Drift-Is	Continental-Drift-Is
1	CHN	S02_Combine-All-The	Combine-All-The
6	ENG	S03_Ralph-Prepared-Red	Ralph-Prepared-Red
6	ENG	S09_Before-Thursdays-Exam	Before-Thursdays-Exam
1	CHN	S21_Continental-Drift-Is	Continental-Drift-Is
1	CHN	S26_Before-Thursdays-Exam	Before-Thursdays-Exam
2	CHN	S26_Steve-Collects-Rare	Steve-Collects-Rare
6	ENG	S03_Those-Answers-Will	Those-Answers-Will
1	KOR	S28_Gently-Place-Jims	Gently-Place-Jims
1	KOR	S23_The-Tooth-Fairy	The-Tooth-Fairy
6	ENG	S05_The-Moisture-In	The-Moisture-In
6	ENG	S05_In-The-Long	In-The-Long
6	ENG	S09_Steve-Collects-Rare	Steve-Collects-Rare
1	CHN	S04_It-Took-Him	It-Took-Him
6	ENG	S09_Tradition-Requires-Parental	Tradition-Requires-Parental
6	ENG	S08_Steve-Collects-Rare	Steve-Collects-Rare
6	ENG	S07_Combine-All-The	Combine-All-The
6	ENG	S08_Those-Answers-Will	Those-Answers-Will
1	CHN	S21_Almost-All-Colleges	Almost-All-Colleges
2	KOR	S25_Of-Course-Dear	Of-Course-Dear
6	ENG	S09_Try-To-Recall	Try-To-Recall
1	KOR	S23_Combine-All-The	Combine-All-The
3	KOR	S25_He-Ate-Four	He-Ate-Four
1	KOR	S28_A-Monstrous-Shadow	A-Monstrous-Shadow
1	CHN	S26_They-Were-Already	They-Were-Already
1	CHN	S04_Combine-All-The	Combine-All-The
6	ENG	S03_Continental-Drift-Is	Continental-Drift-Is
1	KOR	S25_They-Were-Already	They-Were-Already
1	CHN	S02_In-Every-Major	In-Every-Major
6	ENG	S05_The-Tooth-Fairy	The-Tooth-Fairy
6	ENG	S03_Gently-Place-Jims	Gently-Place-Jims
6	ENG	S05_The-Small-Boy	The-Small-Boy
1	CHN	S22_Nothing-Has-Been	Nothing-Has-Been
1	KOR	S24_Thus-Technical-Efficiency	Thus-Technical-Efficiency
6	ENG	S05_He-Shrugged-Casually	He-Shrugged-Casually
6	ENG	S08_Tradition-Requires-Parental	Tradition-Requires-Parental
1	CHN	S22_Combine-All-The	Combine-All-The
1	KOR	S24_The-Tooth-Fairy	The-Tooth-Fairy
1	KOR	S23_Continental-Drift-Is	Continental-Drift-Is
2	CHN	S26_In-The-Long	In-The-Long
6	ENG	S08_They-Enjoy-It	They-Enjoy-It
1	KOR	S25_Thus-Technical-Efficiency	Thus-Technical-Efficiency
3	CHN	S02_Gently-Place-Jims	Gently-Place-Jims
1	KOR	S28_How-Oily-Do	How-Oily-Do
6	ENG	S05_Continental-Drift-Is	Continental-Drift-Is
6	ENG	S05_How-Permanent-Are	How-Permanent-Are
1	KOR	S24_Only-The-Most	Only-The-Most
3	CHN	S02_Only-The-Most	Only-The-Most
1	CHN	S22_Ralph-Prepared-Red	Ralph-Prepared-Red
1	CHN	S26_Nothing-Has-Been	Nothing-Has-Been
6	ENG	S08_They-Were-Already	They-Were-Already
1	CHN	S22_Of-Course-Dear	Of-Course-Dear
1	CHN	S04_They-Enjoy-It	They-Enjoy-It
1	KOR	S19_Those-Answers-Will	Those-Answers-Will
6	KOR	S25_It-Took-Him	It-Took-Him
6	ENG	S08_Too-Much-Curiosity	Too-Much-Curiosity
1	KOR	S28_Continental-Drift-Is	Continental-Drift-Is
6	ENG	S05_Carl-Lives-In	Carl-Lives-In
6	ENG	S09_Too-Much-Curiosity	Too-Much-Curiosity
4	CHN	S26_Pam-Gives-Driving	Pam-Gives-Driving
6	ENG	S07_He-Ate-Four	He-Ate-Four
3	ENG	S03_He-Shrugged-Casually	He-Shrugged-Casually
5	KOR	S28_Too-Much-Curiosity	Too-Much-Curiosity
1	KOR	S25_She-Had-Your	She-Had-Your
6	ENG	S07_The-Tooth-Fairy	The-Tooth-Fairy
1	CHN	S22_Gently-Place-Jims	Gently-Place-Jims
1	KOR	S28_The-Surplus-Shoes	The-Surplus-Shoes
6	ENG	S08_Before-Thursdays-Exam	Before-Thursdays-Exam
6	ENG	S03_Try-To-Recall	Try-To-Recall
2	KOR	S23_Pam-Gives-Driving	Pam-Gives-Driving
1	KOR	S24_An-Adult-Male	An-Adult-Male
1	CHN	S22_How-Permanent-Are	How-Permanent-Are
6	ENG	S09_The-Surplus-Shoes	The-Surplus-Shoes
6	ENG	S09_Gregory-And-Tom	Gregory-And-Tom
3	CHN	S26_Military-Personnel-Are	Military-Personnel-Are
1	KOR	S19_How-Permanent-Are	How-Permanent-Are
1	KOR	S23_In-Every-Major	In-Every-Major
1	KOR	S23_He-Shrugged-Casually	He-Shrugged-Casually
1	CHN	S02_Try-To-Recall	Try-To-Recall
1	KOR	S24_Nothing-Has-Been	Nothing-Has-Been
1	CHN	S21_An-Adult-Male	An-Adult-Male
1	CHN	S22_The-Moisture-In	The-Moisture-In
2	CHN	S04_Pam-Gives-Driving	Pam-Gives-Driving
1	CHN	S22_The-Surplus-Shoes	The-Surplus-Shoes
2	CHN	S02_How-Oily-Do	How-Oily-Do
6	ENG	S09_Only-The-Most	Only-The-Most
1	KOR	S24_It-Took-Him	It-Took-Him
1	KOR	S19_She-Had-Your	She-Had-Your
3	CHN	S02_Did-Shawn-Catch	Did-Shawn-Catch
6	ENG	S08_He-Shrugged-Casually	He-Shrugged-Casually
6	ENG	S07_She-Had-Your	She-Had-Your
6	ENG	S08_Of-Course-Dear	Of-Course-Dear
6	ENG	S09_An-Adult-Male	An-Adult-Male
1	CHN	S22_Did-Shawn-Catch	Did-Shawn-Catch
1	KOR	S23_She-Had-Your	She-Had-Your
5	KOR	S25_They-All-Like	They-All-Like
6	ENG	S05_Before-Thursdays-Exam	Before-Thursdays-Exam
2	KOR	S28_Dont-Ask-Me	Dont-Ask-Me
2	CHN	S26_Tradition-Requires-Parental	Tradition-Requires-Parental
6	ENG	S03_Gregory-And-Tom	Gregory-And-Tom
6	ENG	S05_He-Ate-Four	He-Ate-Four
1	KOR	S24_Too-Much-Curiosity	Too-Much-Curiosity
1	CHN	S21_Before-Thursdays-Exam	Before-Thursdays-Exam
3	CHN	S04_Too-Much-Curiosity	Too-Much-Curiosity
1	KOR	S28_Combine-All-The	Combine-All-The
6	ENG	S08_The-Tooth-Fairy	The-Tooth-Fairy
1	CHN	S21_They-Enjoy-It	They-Enjoy-It
1	CHN	S21_Are-You-Looking	Are-You-Looking
1	KOR	S24_Before-Thursdays-Exam	Before-Thursdays-Exam
1	KOR	S19_Continental-Drift-Is	Continental-Drift-Is
6	ENG	S07_Only-The-Most	Only-The-Most
1	CHN	S26_How-Permanent-Are	How-Permanent-Are
6	ENG	S03_The-Small-Boy	The-Small-Boy
6	ENG	S09_They-Were-Already	They-Were-Already
6	ENG	S03_Dont-Ask-Me	Dont-Ask-Me
6	ENG	S08_They-All-Like	They-All-Like
6	CHN	S26_Gregory-And-Tom	Gregory-And-Tom
2	CHN	S04_Are-You-Looking	Are-You-Looking
1	CHN	S21_The-Tooth-Fairy	The-Tooth-Fairy
6	ENG	S09_How-Permanent-Are	How-Permanent-Are
6	ENG	S03_They-Enjoy-It	They-Enjoy-It
6	ENG	S05_Too-Much-Curiosity	Too-Much-Curiosity
1	KOR	S24_Ralph-Prepared-Red	Ralph-Prepared-Red
3	CHN	S02_Almost-All-Colleges	Almost-All-Colleges
1	KOR	S24_The-Surplus-Shoes	The-Surplus-Shoes
3	CHN	S02_Military-Personnel-Are	Military-Personnel-Are
2	KOR	S28_Almost-All-Colleges	Almost-All-Colleges
6	ENG	S08_In-Every-Major	In-Every-Major
2	KOR	S25_Continental-Drift-Is	Continental-Drift-Is
1	CHN	S04_The-Tooth-Fairy	The-Tooth-Fairy
6	ENG	S07_How-Permanent-Are	How-Permanent-Are
1	CHN	S21_The-Moisture-In	The-Moisture-In
4	KOR	S25_The-Moisture-In	The-Moisture-In
1	KOR	S28_Tradition-Requires-Parental	Tradition-Requires-Parental
1	KOR	S23_An-Adult-Male	An-Adult-Male
3	CHN	S02_Of-Course-Dear	Of-Course-Dear
2	CHN	S02_They-Enjoy-It	They-Enjoy-It
1	CHN	S21_Gregory-And-Tom	Gregory-And-Tom
6	ENG	S07_Of-Course-Dear	Of-Course-Dear
1	CHN	S02_Dont-Ask-Me	Dont-Ask-Me
1	CHN	S21_Carl-Lives-In	Carl-Lives-In
6	ENG	S05_It-Took-Him	It-Took-Him
1	CHN	S21_Combine-All-The	Combine-All-The
1	KOR	S24_In-Every-Major	In-Every-Major
1	CHN	S21_She-Had-Your	She-Had-Your
1	CHN	S04_They-All-Like	They-All-Like
1	KOR	S23_Are-You-Looking	Are-You-Looking
3	CHN	S04_Ralph-Prepared-Red	Ralph-Prepared-Red
1	KOR	S23_Only-The-Most	Only-The-Most
3	KOR	S28_The-Moisture-In	The-Moisture-In
1	KOR	S19_Tradition-Requires-Parental	Tradition-Requires-Parental
5	KOR	S25_An-Adult-Male	An-Adult-Male
6	ENG	S07_Are-You-Looking	Are-You-Looking
6	ENG	S09_The-Tooth-Fairy	The-Tooth-Fairy
6	KOR	S25_Carl-Lives-In	Carl-Lives-In
6	ENG	S07_Any-Organism-That	Any-Organism-That
1	KOR	S19_Too-Much-Curiosity	Too-Much-Curiosity
1	CHN	S04_In-Every-Major	In-Every-Major
6	ENG	S05_A-Monstrous-Shadow	A-Monstrous-Shadow
3	KOR	S19_Ralph-Prepared-Red	Ralph-Prepared-Red
1	CHN	S26_How-Oily-Do	How-Oily-Do
1	KOR	S25_How-Permanent-Are	How-Permanent-Are
1	CHN	S21_Those-Answers-Will	Those-Answers-Will
1	KOR	S25_Tradition-Requires-Parental	Tradition-Requires-Parental
1	KOR	S25_Almost-All-Colleges	Almost-All-Colleges
1	ENG	S07_Those-Answers-Will	Those-Answers-Will
2	CHN	S04_Dont-Ask-Me	Dont-Ask-Me
1	CHN	S21_Thus-Technical-Efficiency	Thus-Technical-Efficiency
6	ENG	S07_Ralph-Prepared-Red	Ralph-Prepared-Red
1	KOR	S24_They-Enjoy-It	They-Enjoy-It
1	KOR	S28_Continental-Drift-Is	Continental-Drift-Is
3	CHN	S04_Thus-Technical-Efficiency	Thus-Technical-Efficiency
2	CHN	S26_They-Were-Already	They-Were-Already
1	CHN	S21_He-Shrugged-Casually	He-Shrugged-Casually
4	CHN	S02_Combine-All-The	Combine-All-The
2	CHN	S26_He-Ate-Four	He-Ate-Four
3	KOR	S25_Of-Course-Dear	Of-Course-Dear
4	CHN	S26_In-The-Long	In-The-Long
6	ENG	S08_Those-Answers-Will	Those-Answers-Will
5	KOR	S25_Combine-All-The	Combine-All-The
2	KOR	S25_They-Were-Already	They-Were-Already
6	ENG	S08_They-Were-Already	They-Were-Already
4	CHN	S26_Any-Organism-That	Any-Organism-That
6	ENG	S08_Pam-Gives-Driving	Pam-Gives-Driving
1	CHN	S04_Nothing-Has-Been	Nothing-Has-Been
3	CHN	S04_Combine-All-The	Combine-All-The
